"FAWN Station","Period","10m T avg (F)","10m T min (F)","10m T max (F)","Tsoil avg-10cm  (F)","Tsoil min(avg)-10cm  (F)","Tsoil max(avg)-10cm  (F)","2m DewPt avg (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","BP avg (mb)","N (# obs)"
"Live Oak","25 Oct 2023","71.17","64.81","80.71","75.03","71.47","79.66","65.11","82","0","0","128.27","1018","96"
"Live Oak","26 Oct 2023","71.83","64.81","80.91","75.53","71.47","80.01","64.23","79","0","0","143.51","1017","96"
"Live Oak","27 Oct 2023","71.77","62.78","82.49","75.56","70.86","80.76","62.65","77","0","0","148.41","1016","96"
"Live Oak","28 Oct 2023","71.62","61.75","83.43","75.97","70.56","81.97","63.09","80","0","0","160.02","1015","96"
"Live Oak","29 Oct 2023","70.51","59.07","83.64","76.38","71.53","82.35","63.13","82","0","0","166.84","1013","96"
"Live Oak","30 Oct 2023","70.84","60.64","84.4","76.84","72.05","82.96","63.49","83","0","0","162.6","1009","96"
"Live Oak","31 Oct 2023","69.61","61.52","80.98","76.5","71.74","81.7","61.13","78","0","0","156.76","1007","96"
"Live Oak","1 Nov 2023","55.89","48.6","61.83","73.61","70.07","77.74","38.95","53","0.03","0.03","179.64","1015","96"
"Live Oak","2 Nov 2023","53.49","42.54","66.33","67.54","62.58","72.32","41.03","62","0","0","174.29","1022","96"
"Live Oak","3 Nov 2023","60.6","49.35","73.29","68.58","64.42","73.99","49.97","68","0.01","0.01","160.43","1020","96"
"Live Oak","4 Nov 2023","63.39","53.49","74.64","69.95","65.44","74.95","46.93","59","0","0","171.1","1016","96"
"Live Oak","5 Nov 2023","62.33","47.46","77.13","69.08","63.9","74.46","46.03","65","0","0","175.58","1013","96"
"Live Oak","6 Nov 2023","62.08","45.98","79.47","68.59","62.96","74.66","46.94","67","0","0","170.82","1012","96"
"Live Oak","7 Nov 2023","65.48","48.52","80.98","69.32","63.82","75.4","50.06","67","0","0","168.99","1012","96"
"Live Oak","8 Nov 2023","65.62","49.23","80.87","69.63","64.15","75.54","51.47","70","0","0","166.52","1012","96"
"Live Oak","9 Nov 2023","64.84","51.33","80.28","70.04","65.14","75.54","57.24","82","0","0","145.8","1012","96"
"Live Oak","10 Nov 2023","70.09","58.93","82.26","71.8","67.14","76.71","61.5","80","0","0","134.76","1012","96"
"Live Oak","11 Nov 2023","68.36","61.57","81.43","72.5","69.93","76.39","65.29","92","0.98","0.65","94.68","1014","96"
"Live Oak","12 Nov 2023","58.47","55.11","61.59","67.42","65.59","70.77","57.33","96","0","0","46.87","1017","96"
"Live Oak","13 Nov 2023","58.35","55.38","63.25","64.44","63.1","66.09","56.02","92","0","0","49.6","1018","96"
"Live Oak","14 Nov 2023","59.87","58.01","64.33","63.46","62.26","64.96","56.62","89","0.19","0.03","48.33","1017","96"
"Live Oak","15 Nov 2023","62.85","58.26","67.37","63.53","62.04","65.25","61.22","94","0.07","0.01","28.04","1014","96"
"Live Oak","16 Nov 2023","64.71","63","65.86","65.62","64.78","66.67","63.68","97","0.13","0.02","28.59","1011","96"
"Live Oak","17 Nov 2023","66.92","64.22","70.39","67.2","65.59","69.64","65.27","94","0","0","57.81","1006","96"
"Live Oak","18 Nov 2023","68.85","63.57","76.51","68.91","66.81","72.39","63.01","85","0","0","110.61","1004","96"
"Live Oak","19 Nov 2023","65.77","56.17","78.1","66.81","61.97","72.18","57.04","78","0","0","149.57","1007","96"
"Live Oak","20 Nov 2023","66.42","55.47","78.94","67.43","63.19","72.72","61.14","86","0","0","115.99","1011","96"
"Live Oak","21 Nov 2023","70.7","66.02","76.68","69.18","67.01","71.65","65.1","84","0","0","63.07","1011","96"
"Live Oak","22 Nov 2023","64.42","51.76","71.8","68.12","62.92","69.35","60.27","87","0.25","0.18","59.55","1008","96"
"Live Oak","23 Nov 2023","52.03","44.08","59.27","60.64","56.52","64.22","45.95","81","0","0","121.27","1012","96"
"Live Oak","24 Nov 2023","54.88","51.91","61.56","61.17","59.02","64.49","51.23","88","0.16","0.04","80.94","1015","96"
"Live Oak","25 Nov 2023","57.99","45.11","70.2","60.82","55.74","66.13","51.02","81","0","0","141.64","1015","96"
"Live Oak","26 Nov 2023","56.63","54.46","60.55","60.1","59.38","61.74","55.23","95","2.32","0.16","8.93","1010","96"
"Live Oak","27 Nov 2023","53.89","48.7","58.69","59.79","57.02","63.27","49.22","85","0","0","139","1013","96"
"Live Oak","28 Nov 2023","48.36","41.4","58.03","54.94","52.39","58.26","36.04","67","0","0","119.07","1017","96"
"Live Oak","29 Nov 2023","45.12","31.78","57.36","51.43","46.36","56.89","31.93","67","0","0","152.02","1018","96"
"Live Oak","30 Nov 2023","50.73","32.3","68.18","51.37","44.87","58.19","42.54","80","0","0","129.03","1016","96"
"Live Oak","1 Dec 2023","66.15","53.08","78.4","59.22","54.07","65.19","58.93","81","0","0","104.5","1013","96"
"Live Oak","2 Dec 2023","68.05","65.93","70.81","64.1","62.91","65.64","65.91","94","2.68","0.46","11.12","1011","96"
"Live Oak","3 Dec 2023","69.76","67.5","71.8","67.13","65.55","68.92","68.75","97","0.23","0.05","42","1009","96"
"Live Oak","4 Dec 2023","65.78","56.77","69.33","66.91","62.85","68.31","60.11","84","0","0","79.44","1011","96"
"Live Oak","5 Dec 2023","56.26","49.33","65.23","60.55","57.52","63.73","46.96","75","0","0","114.42","1013","96"
"Live Oak","6 Dec 2023","50.85","42.09","59.97","56.64","52.61","61.16","40.09","72","0","0","147.45","1016","96"
"Live Oak","7 Dec 2023","49.38","35.23","65.35","54.3","48.72","60.42","39.28","75","0","0","144.62","1018","96"
"Live Oak","8 Dec 2023","58.15","46.45","71.01","56.99","52.99","61.9","52.09","84","0","0","80.99","1016","96"
"Live Oak","9 Dec 2023","66.39","54.25","79.57","61.85","56.14","68.4","58.91","83","0","0","121.42","1015","96"
"Live Oak","10 Dec 2023","63.44","49.84","72.52","63.26","61.59","64.9","61.06","94","1.32","0.25","32.4","1008","96"
"Live Oak","11 Dec 2023","47.85","39.69","58.35","56.95","52.75","61.52","39.77","77","0","0","146.54","1015","96"
"Live Oak","12 Dec 2023","49.26","38.6","61.83","53.11","48.49","57.99","40.1","73","0","0","131.56","1024","96"
"Live Oak","13 Dec 2023","51.31","45.11","58.71","52.77","50.32","55.51","37.2","60","0","0","71.27","1025","96"
"Live Oak","14 Dec 2023","55.12","47.16","65.14","53.85","49.77","59.04","43.48","65","0","0","108.11","1026","96"
"Live Oak","15 Dec 2023","54.98","46.11","64.72","55.99","51.87","60.15","48.69","79","0","0","98","1022","96"
"Live Oak","16 Dec 2023","58.5","51.12","63.72","57.53","54.66","60.37","55.96","91","1.23","0.12","35.85","1014","96"
"Live Oak","17 Dec 2023","59.84","57.18","62.55","60.52","59.07","61.63","57.44","92","2.79","0.16","47.75","999","96"
"Live Oak","18 Dec 2023","53.73","47.41","60.87","57.58","54.45","60.67","46.27","78","0","0","140.71","1007","96"
"Live Oak","19 Dec 2023","44.47","37.41","50.58","51.45","47.71","55.2","31.2","62","0","0","144.6","1018","96"
"Live Oak","20 Dec 2023","46.17","36.15","58.89","48.87","43.93","54.23","36.16","69","0","0","112.75","1023","96"
"Live Oak","21 Dec 2023","51.44","40","63.75","51.84","46.53","57.94","39.48","66","0","0","134.54","1023","96"
"Live Oak","22 Dec 2023","55.74","45.43","67.46","53.9","49.64","58.77","50.6","86","0","0","78.17","1020","96"
"Live Oak","23 Dec 2023","60.16","49.42","71.87","57.14","51.94","63.03","52.38","80","0","0","124.47","1019","96"
"Live Oak","24 Dec 2023","61.81","54.19","69.58","58.44","54.75","62.13","57.56","87","0","0","67.99","1017","96"
"Live Oak","25 Dec 2023","66.72","63.91","71.55","62.11","60.62","64.4","63.85","91","0.22","0.04","39.53","1010","96"
"Live Oak","26 Dec 2023","67.16","60.62","73.06","64.98","63.14","68","64.25","92","0.04","0.02","55.12","1008","96"
"Live Oak","27 Dec 2023","57.89","54.27","62.58","61.59","59.58","64.08","52.2","82","0","0","72.35","1009","96"
"Live Oak","28 Dec 2023","55.22","50.18","61.74","58.57","56.48","61.25","49.99","84","0","0","69.61","1008","96"
"Live Oak","29 Dec 2023","45.4","37.25","51.51","53.5","49.71","57.18","34.88","70","0","0","142.67","1011","96"
"Live Oak","30 Dec 2023","45.33","34.38","57.02","50.77","45.85","56.68","35.19","74","0","0","137.94","1014","96"
"Live Oak","31 Dec 2023","46.57","32.98","60.49","50.81","45.05","57.31","37.39","77","0","0","141.85","1017","96"
"Live Oak","1 Jan 2024","54.73","43.82","65.64","52.88","47.79","59","47.78","82","0","0","113.02","1016","96"
"Live Oak","2 Jan 2024","45.86","35.65","55.83","52.69","47.53","57.76","34.13","67","0","0","145.88","1018","96"
"Live Oak","3 Jan 2024","45.33","30.37","59.38","50.13","45.12","54.52","39.95","85","0.33","0.07","83.03","1013","96"
"Live Oak","4 Jan 2024","48.16","39.83","59.77","52","48.02","56.61","39.71","78","0.03","0.02","146.47","1014","96"
"Live Oak","5 Jan 2024","52.68","38.05","67.48","50.77","44.96","57.09","44.99","78","0","0","142.71","1014","96"
"Live Oak","6 Jan 2024","63.89","54.75","71.76","59.05","54.54","63.97","59.11","86","2.05","0.71","91.23","1004","96"
"Live Oak","7 Jan 2024","49.06","42.93","54.66","54.84","52.18","58.26","45","87","0","0","63.79","1014","96"
"Live Oak","8 Jan 2024","50.82","41.23","61.25","51.23","48.96","53.87","46.26","85","0.09","0.05","41.7","1016","96"
"Live Oak","9 Jan 2024","62.57","54.99","74.32","57.93","53.96","61.5","58.89","89","1.1","0.45","11.59","1001","96"
"Live Oak","10 Jan 2024","47.93","41.55","55.92","53.18","48.99","56.59","37.64","69","0","0","149.1","1009","96"
"Live Oak","11 Jan 2024","49.04","40.26","57.6","51.36","48.09","54.9","45.4","90","0","0","58.36","1012","96"
"Live Oak","12 Jan 2024","60.26","46.96","75.79","54.04","49.59","61.75","58.08","94","0.01","0.01","24.52","1004","96"
"Live Oak","13 Jan 2024","53.24","42.31","69.71","57.56","52.63","61.84","38.71","61","0","0","98.39","1009","96"
"Live Oak","14 Jan 2024","47.11","39.81","60.06","52.02","48.69","56.8","35","68","0","0","121.4","1016","96"
"Live Oak","15 Jan 2024","53.23","39.05","68.14","51.78","46.36","57.54","46.11","83","0","0","78.74","1013","96"
"Live Oak","16 Jan 2024","52.59","38.43","57.88","55.09","51.73","57.42","50.13","93","0.74","0.23","31.72","1008","96"
"Live Oak","17 Jan 2024","35.72","27.31","46.74","46.78","42.7","51.49","23.49","65","0","0","130.81","1019","96"
"Live Oak","18 Jan 2024","42.77","31.76","52.52","44.73","41.09","48.22","36.77","82","0","0","45.82","1016","96"
"Live Oak","19 Jan 2024","55.25","44.49","67.21","50.75","46.25","56.61","43.42","69","0","0","111.9","1012","96"
"Live Oak","20 Jan 2024","40.09","32.85","47.44","48.07","43.85","52.12","21.86","49","0","0","161.29","1020","96"
"Live Oak","21 Jan 2024","35.77","27.03","45.25","43.86","39.79","48.22","16.64","47","0","0","148.37","1027","96"
"Live Oak","22 Jan 2024","50.21","33.9","65.39","46.61","40.94","53.51","40.54","70","0","0","113.59","1026","96"
"Live Oak","23 Jan 2024","59.77","54.99","64.6","54.06","52.14","56.64","56.51","89","0","0","35.43","1022","96"
"Live Oak","24 Jan 2024","69.88","62.17","77.86","61.17","56.64","66.92","64.29","84","0","0","116.6","1018","96"
"Live Oak","25 Jan 2024","71.27","66.15","79.52","65.88","62.42","70.29","67.16","88","1.18","0.31","108.08","1016","96"
"Live Oak","26 Jan 2024","70.74","66.4","76.98","67.98","66.09","70.57","67.93","91","0.21","0.2","92.34","1015","96"
"Live Oak","27 Jan 2024","69.97","64.74","78.85","67.85","65.03","71.1","65.59","87","0.17","0.14","126.74","1012","96"
"Live Oak","28 Jan 2024","59.29","50.59","66.25","64.75","59.85","67.6","51.33","76","0","0","141.43","1011","96"
"Live Oak","29 Jan 2024","51.85","43.63","60.49","58.22","54.73","62.74","40.99","69","0","0","164.09","1014","96"
"Live Oak","30 Jan 2024","50.2","38.2","62.31","55.92","50.43","61.9","39.36","72","0","0","173.15","1015","96"
"Live Oak","31 Jan 2024","53.58","44.42","63.01","56.26","51.84","62.02","39.81","65","0","0","174.27","1012","96"
"Live Oak","1 Feb 2024","50.34","35.57","63.99","55.13","49.35","61.34","40.31","74","0","0","161.43","1015","96"
"Live Oak","2 Feb 2024","54.21","44.92","67.35","56.93","52.27","63.03","43.37","73","0","0","158.73","1010","96"
"Live Oak","3 Feb 2024","55.65","40.04","71.42","57.09","50.97","63.5","44.12","73","0","0","168.5","1006","96"
"Live Oak","4 Feb 2024","59.31","53.87","68.41","59.38","57.78","62.1","55.33","88","0.26","0.04","48.34","997","96"
"Live Oak","5 Feb 2024","51.6","48.85","57.25","56.04","54.25","57.99","49.81","94","0","0","52.72","998","96"
"Live Oak","6 Feb 2024","53.27","45.31","63.1","54.77","50.47","59.63","38.88","61","0","0","182.41","1007","96"
"Live Oak","7 Feb 2024","49.37","40.36","59.9","53.25","47.82","59.52","34.6","60","0","0","187.31","1017","96"
"Live Oak","8 Feb 2024","56.02","42.38","70.95","54.96","48.43","62.78","45.37","71","0","0","172.24","1018","96"
"Live Oak","9 Feb 2024","61.04","49.35","73.62","59.65","54.59","65.89","53.11","80","0","0","150.86","1017","96"
"Live Oak","10 Feb 2024","63.08","52.74","74.23","61.35","57.45","66.45","54.62","80","0","0","112.62","1014","96"
"Live Oak","11 Feb 2024","67.39","57.79","76.46","63.05","58.6","67.96","61.4","83","0","0","107.17","1009","96"
"Live Oak","12 Feb 2024","68.28","61.61","74.08","65.63","63.77","67.19","65.21","91","0.67","0.47","48.24","1003","96"
"Live Oak","13 Feb 2024","55.32","49.68","61.38","60.95","57.74","65.3","46.54","75","0","0","132.14","1010","96"
"Live Oak","14 Feb 2024","53.47","41.59","66.34","56.6","50.9","62.83","38.63","64","0","0","195.94","1017","96"
"Live Oak","15 Feb 2024","57.71","48.4","69.96","58.11","53.62","64.24","48.17","75","0","0","146.84","1017","96"
"Live Oak","16 Feb 2024","57.99","52.23","65.64","59.13","56.26","61.79","51.85","83","0","0","71.03","1012","96"
"Live Oak","17 Feb 2024","56.74","48.83","61.47","59.24","57.72","60.98","54.67","93","0.57","0.03","33.39","1008","96"
"Live Oak","18 Feb 2024","46.29","43.53","48.78","54.68","52.66","58.73","43.67","90","0.26","0.02","23.7","1011","96"
"Live Oak","19 Feb 2024","49.57","38.85","62.38","53.33","48.02","59.45","35.47","65","0","0","204.31","1014","96"
"Live Oak","20 Feb 2024","51.56","34.98","66.99","53.22","46.8","60.39","33.41","62","0","0","203.93","1018","96"
"Live Oak","21 Feb 2024","52.05","37.11","66.22","54.4","48.16","61.54","36.04","64","0","0","202.6","1019","96"
"Live Oak","22 Feb 2024","54.83","36.66","71.2","55.77","49.08","63.36","37.65","60","0","0","203.92","1013","96"
"Live Oak","23 Feb 2024","62.34","55.04","73.6","59.47","55.98","64.45","57.78","86","1.4","0.4","107.61","1003","96"
"Live Oak","24 Feb 2024","59.74","50.52","70.66","58.67","54.16","63.03","43.71","60","0.01","0.01","208.87","1008","96"
"Live Oak","25 Feb 2024","55.94","42.57","69.26","57.53","51.73","64","39.01","63","0","0","212.97","1015","96"
"Live Oak","26 Feb 2024","56.86","40.5","72.54","57.86","51.08","65.32","40.68","64","0","0","214.45","1016","96"
"Live Oak","27 Feb 2024","63.74","51.82","75.13","61.46","55.76","68.4","50.82","67","0","0","200.66","1014","96"
"Live Oak","28 Feb 2024","66.66","56.97","76.06","64.21","58.84","70.2","59.61","79","0","0","186.21","1013","96"
"Live Oak","29 Feb 2024","60.05","54.43","67.26","65.44","62.64","68.07","46.06","61","0","0","124.53","1020","96"
"Live Oak","1 Mar 2024","63.09","54","73.47","63.53","60.48","67.1","57.82","83","0","0","78.77","1017","96"
"Live Oak","2 Mar 2024","67.2","62.58","74.91","66.07","63.66","68.9","64.41","92","0.14","0.11","75.07","1014","96"
"Live Oak","3 Mar 2024","66.76","61.7","77.02","67.29","64.27","70.41","64.33","92","1.26","0.66","124.05","1014","96"
"Live Oak","4 Mar 2024","66.24","60.26","75.38","67.75","64.53","72.23","61.41","85","0","0","166.01","1014","96"
"Live Oak","5 Mar 2024","64.97","61.09","69.28","66.65","65.05","68.07","63.55","95","1.36","0.25","47.01","1010","96"
"Live Oak","6 Mar 2024","69.09","62.53","78.85","68.41","65.98","72.75","64.31","86","0.05","0.04","154.82","1004","96"
"Live Oak","7 Mar 2024","66.6","56.88","78.12","68.09","63.03","73.56","58.59","80","0","0","204.06","1008","96"
"Live Oak","8 Mar 2024","68.88","58.95","79.72","68.45","64.51","72.97","63.06","83","0","0","134.21","1009","96"
"Live Oak","9 Mar 2024","72.48","67.6","78.8","70.75","68.9","73.24","69.78","91","1.48","0.73","81.08","1004","96"
"Live Oak","10 Mar 2024","61.9","56.86","67.26","67.86","64.67","70.93","50.05","67","0","0","209.96","1010","93"
"Live Oak","11 Mar 2024","55.64","45.73","65.46","62.43","57.34","67.51","37.16","54","0","0","216.52","1017","95"
"Live Oak","12 Mar 2024","58.6","42.15","75.31","62.89","56.23","70.84","45.55","69","0","0","231.26","1015","96"
"Live Oak","13 Mar 2024","63.67","53.11","74.8","66.23","61.41","72.23","49.15","67","0","0","197.83","1012","96"
"Live Oak","14 Mar 2024","65.26","49.1","84.43","67.34","61.05","75.18","51.96","70","0","0","218.05","1014","96"
"Live Oak","15 Mar 2024","71.69","60.17","83.82","70.48","64.49","77.59","61.17","74","0","0","202.97","1012","96"
"Live Oak","16 Mar 2024","72.04","65.57","82.27","73.25","69.93","77.29","66.97","85","0","0","114","1008","96"
"Live Oak","17 Mar 2024","71.29","65.37","80.74","74.83","70.54","80.56","63.31","78","0.01","0.01","156.51","1006","96"
"Live Oak","18 Mar 2024","65.89","60.33","70.61","73.08","70.81","76.01","59.24","80","0.09","0.04","134.75","1007","96"
"Live Oak","19 Mar 2024","51.81","40.25","63.7","66.42","60.19","72.25","28.67","44","0","0","252.47","1014","96"
"Live Oak","20 Mar 2024","56.95","42.72","72.18","64.76","58.1","72.45","35.93","54","0","0","234.72","1013","96"
"Live Oak","21 Mar 2024","62.47","43.8","77.29","66.56","60.12","73.83","43.14","57","0","0","216.8","1013","96"
"Live Oak","22 Mar 2024","64.71","61.09","67.3","67.31","66.13","70.41","61.98","91","1.01","0.19","28.95","1007","96"
"Live Oak","23 Mar 2024","66.52","61.68","72.81","68.2","65.01","72.88","61.58","85","0.02","0.02","184.4","1001","96"
"Live Oak","24 Mar 2024","60.48","52.66","69.03","66.24","62.02","70.97","52.4","75","0","0","229.37","1009","96"
"Live Oak","25 Mar 2024","61.99","52.18","72.57","64.71","59.83","70.27","54.78","78","0","0","188.56","1012","96"
"Live Oak","26 Mar 2024","70.26","59.65","79.5","67.93","63.52","72.95","61.34","74","0","0","139","1008","96"
"Live Oak","27 Mar 2024","69.9","66.15","73.42","69.97","68.72","71.38","65.96","88","0.39","0.05","61.86","1006","96"
"Live Oak","28 Mar 2024","65.51","58.86","72.43","68.73","65.39","72.93","56.64","76","2.19","0.38","243.85","1008","96"
"Live Oak","29 Mar 2024","60.75","50.11","71.98","65.52","59.81","71.46","40.38","51","0","0","267.86","1015","96"
"Live Oak","30 Mar 2024","62.12","45.86","77.14","65.92","59.63","73.18","47.5","66","0","0","250.32","1015","96"
"Live Oak","31 Mar 2024","64.63","49.44","77.77","68.01","61.65","75.24","55.31","75","0","0","242.42","1013","96"
"Live Oak","1 Apr 2024","68.17","57.76","78.13","70.86","66.29","75.87","61.7","81","0","0","183.3","1012","96"
"Live Oak","2 Apr 2024","71.72","63.91","80.58","72.72","69.28","77.09","66.21","83","0","0","158.08","1007","96"
"Live Oak","3 Apr 2024","68.21","59.05","74.77","72.03","68.25","75.06","65.14","90","1.61","0.3","45.64","999","96"
"Live Oak","4 Apr 2024","60.07","50.88","68.16","65.98","61.83","70.32","45.55","63","0","0","273.79","1004","96"
"Live Oak","5 Apr 2024","61.4","49.86","73.29","65.73","59.67","72.88","44.27","60","0","0","269.61","1009","96"
"Live Oak","6 Apr 2024","59.06","49.77","70.38","67.26","61.2","73.94","44.18","62","0","0","269.78","1012","96"
"Live Oak","7 Apr 2024","60.58","45.03","74.84","68.01","61.29","75.27","47.42","69","0","0","260.05","1013","96"
"Live Oak","8 Apr 2024","65.27","52.75","76.73","69.81","64.49","75.09","54.72","72","0.04","0.03","210.51","1016","96"
"Live Oak","9 Apr 2024","69.34","58.41","79.61","72.28","66.27","79.47","59.32","72","0","0","211.55","1014","96"
"Live Oak","10 Apr 2024","72.28","63.19","80.87","74.89","69.75","80.53","62","71","0","0","193.51","1008","96"
"Live Oak","11 Apr 2024","71.77","65.59","77.54","74.13","71.24","77.11","64.27","78","2.67","0.85","208.38","1001","96"
"Live Oak","12 Apr 2024","65.07","55.6","75.38","69.94","64.06","76.24","49.86","62","0","0","275.69","1012","96"
"Live Oak","13 Apr 2024","64.75","53.28","76.87","70.08","62.47","78.58","43.83","53","0","0","279.9","1018","96"
"Live Oak","14 Apr 2024","68.56","53.24","84.34","72.78","64.47","82.35","50.85","59","0","0","273.11","1015","96"
"Live Oak","15 Apr 2024","70.36","55.76","82.18","76.28","68.95","84.33","54.67","62","0","0","268.55","1014","96"
"Live Oak","16 Apr 2024","70.68","56.3","84.02","76.76","70.05","83.71","57.84","69","0","0","238.09","1014","96"
"Live Oak","17 Apr 2024","72.29","58.78","84.81","78.06","71.17","85.69","60.95","72","0","0","256.29","1014","96"
"Live Oak","18 Apr 2024","72.88","64.72","82.72","79.58","74.52","84.33","63.97","76","0","0","183.03","1013","96"
"Live Oak","19 Apr 2024","74.69","64.6","87.37","80.82","74.16","89.01","65.1","75","0","0","260.79","1011","96"
"Live Oak","20 Apr 2024","73.91","65.43","87.31","81.94","76.6","88.05","65.84","79","0","0","208.19","1011","96"
"Live Oak","21 Apr 2024","69.13","61.36","79.03","78.92","75.31","83.21","65.43","88","0.41","0.33","139.15","1008","96"
"Live Oak","22 Apr 2024","61.94","55.33","69.96","72.24","67.95","76.71","52.27","72","0","0","224.65","1012","96"
"Live Oak","23 Apr 2024","62.13","48.92","75.96","70.7","62.83","79.86","49.76","69","0","0","286.13","1016","96"
"Live Oak","24 Apr 2024","67.02","53.13","78.08","73.77","66.04","82.53","55.65","70","0","0","264.88","1015","96"
"Live Oak","25 Apr 2024","71.09","56.91","84.09","76.85","69.19","85.03","60.16","72","0","0","241.4","1014","96"
"Live Oak","26 Apr 2024","72.48","61.23","81.86","78.82","72.91","84.43","62.62","74","0","0","204.61","1015","96"
"Live Oak","27 Apr 2024","69.8","63.79","79.29","76.29","73.17","79.72","63.74","82","0.01","0.01","135.26","1018","96"
"Live Oak","28 Apr 2024","71.06","62.13","79.61","76.69","70.95","83.46","59.35","69","0","0","224.19","1016","96"
"Live Oak","29 Apr 2024","70.9","57.9","82.44","78.05","70.97","86","58.34","68","0","0","260.26","1013","96"
"Live Oak","30 Apr 2024","73.58","65.1","83.73","80.18","74.5","86.47","64.42","75","0","0","223.56","1010","96"
"Live Oak","1 May 2024","73.41","63","85.35","80.92","75.22","87.49","66.21","80","0","0","213.98","1009","96"
"Live Oak","2 May 2024","75.6","64.83","88.25","82.69","76.77","89.6","67.12","78","0.51","0.27","229.48","1009","96"
"Live Oak","3 May 2024","75.44","70.11","86.45","81.15","76.87","86.72","69.35","82","0","0","219.84","1010","96"
"Live Oak","4 May 2024","73.16","69.64","82.22","78.41","75.31","81.88","68.8","87","0.07","0.03","146.94","1011","96"
"Live Oak","5 May 2024","75.13","67.51","88.05","79.53","73.67","87.96","68.9","82","0.11","0.1","247.95","1011","96"
"Live Oak","6 May 2024","76.48","67.1","85.01","80.31","74.82","86.34","69.06","80","0","0","218.74","1011","96"
"Live Oak","7 May 2024","77.37","67.51","87.67","82.44","75.7","90.18","68.89","77","0","0","230.87","1008","96"
"Live Oak","8 May 2024","77.02","66.04","87.76","83.92","77.34","91.18","69.31","79","0","0","230.08","1007","96"
"Live Oak","9 May 2024","75.62","66.87","86.56","84.2","79.66","90.93","70.56","85","0.6","0.22","205.3","1007","96"
"Live Oak","10 May 2024","73.6","67.84","81.43","77.46","74.43","80.71","69.75","88","1.23","0.45","120.64","1005","96"
"Live Oak","11 May 2024","74.37","65.93","82.22","78.15","72.61","84.9","61.77","68","0","0","284.88","1006","96"
"Live Oak","12 May 2024","69.99","59.86","81.16","77.33","72.23","83.25","59.82","74","0","0","185.22","1009","96"
"Live Oak","13 May 2024","69.43","64.67","78.21","75.29","72.14","79.41","65.74","89","1.95","0.24","53.91","1008","96"
"Live Oak","14 May 2024","76.02","69.15","85.5","74.97","71.78","80.04","70.15","83","0.02","0.01","182.27","1005","96"
"Live Oak","15 May 2024","77.23","72.41","83.68","77.84","73.87","83.23","70.94","81","0","0","186.06","1004","96"
"Live Oak","16 May 2024","78.39","68.7","87.98","81.33","74.03","90.27","67.2","71","0","0","290.91","1005","96"
"Live Oak","17 May 2024","75.82","68.34","84.81","80.83","77.05","85.08","70.32","84","0.04","0.02","138.33","1006","96"
"Live Oak","18 May 2024","76.1","70.21","83.5","80.03","77.79","82.26","72.19","88","0.15","0.07","116.28","1008","96"
"Live Oak","19 May 2024","76.42","69.42","85.73","79.59","74.46","85.51","69.2","79","0.16","0.06","265.57","1007","96"
"Live Oak","20 May 2024","73.48","67.28","81.21","80.04","75.52","86.41","66.71","80","0","0","200.32","1008","96"
"Live Oak","21 May 2024","73.73","64.09","84.27","81.78","74.57","89.91","65.82","78","0","0","270.61","1009","96"
"Live Oak","22 May 2024","77.15","68.16","88.21","83.99","78.19","90.57","69.34","79","0","0","215.22","1010","96"
"Live Oak","23 May 2024","79.18","69.48","89.47","85.89","79.39","92.62","69.07","73","0","0","243.08","1010","96"
"Live Oak","24 May 2024","79.46","68.85","89.51","87.72","81.23","94.42","69.08","73","0","0","267.9","1009","96"
"Live Oak","25 May 2024","79.41","69.42","89.19","88.47","82.45","94.75","70.6","76","0","0","243.68","1008","96"
"Live Oak","26 May 2024","80.56","72.07","90.82","89.51","83.64","95.63","71.74","76","0","0","255.51","1008","96"
"Live Oak","27 May 2024","80.16","70.45","89.71","89.46","83.86","94.89","71.78","77","0","0","256.73","1009","96"
"Live Oak","28 May 2024","80.69","71.13","90.45","90.27","84.79","96.08","70.38","73","0.03","0.01","271.87","1010","96"
"Live Oak","29 May 2024","80.36","66.76","89.74","90.07","84.04","96.01","62.86","61","0","0","290.37","1011","96"
"Live Oak","30 May 2024","77.43","64.47","87.75","89.29","83.64","94.66","61.43","64","0","0","267.72","1012","96"
"Live Oak","31 May 2024","77.73","64.8","88.39","89.32","83.95","94.48","63.08","64","0","0","275.93","1014","96"
"Live Oak","1 Jun 2024","75.63","65.07","85.82","87.87","83.05","92.44","61.96","64","0","0","250.98","1015","96"
"Live Oak","2 Jun 2024","75.01","70.18","83.34","86.08","83.77","89.44","65.88","74","0","0","129.96","1013","96"
"Live Oak","3 Jun 2024","77.56","66.72","89.08","86.08","81.18","91.15","68.06","75","0","0","219.37","1009","96"
"Live Oak","4 Jun 2024","79.32","70.86","90.03","88.26","83.61","93.36","69.46","73","0","0","243.35","1008","96"
"Live Oak","5 Jun 2024","79.07","72.39","89.08","88.35","84.7","91.33","71.24","77","0.09","0.08","236.15","1007","96"
"Live Oak","6 Jun 2024","81.78","70.66","91.6","88.03","81.79","94.91","70.72","71","0","0","259.43","1005","96"
"Live Oak","7 Jun 2024","83.29","74.84","93.13","90.64","85.26","96.64","73.94","75","0","0","262.89","1005","96"
"Live Oak","8 Jun 2024","83.78","73.99","94.03","92.24","86.76","98.02","68.23","64","0","0","291.17","1007","96"
